id;title;price;url;city;surface;description;date_creation;date_suppression;type
1304090670;Cave atelier de 8m2, entièrement rénovée;170;//www.leboncoin.fr/locations/1304090670.htm?ca=12_s;Paris 17ème;;Loue cave en sous-sol de 8 m², dans le quartier des Batignolles, à proximité des stations de métro La Fourche, Rome et Brochant. Pièce entièrement rénovée : dalle de béton au sol recouverte de plancher, éclairage et prises de courants, tableau électrique et compteur électrique individuels. Ventilation installée : extracteur d'air à très faible consommation, permettant une circulation et un renouvellement d'air permanent. Point d'eau juste à côté. Accès internet haut débit / ligne fixe possible : ligne ADSL et ligne fibre optique créées.<br>Possibilité de domiciliation : boite aux lettres associée à la cave.<br>Idéal stockage, ou pour artisan (atelier), artiste ou autoentrepreneur / auto entrepreneur pour activité sans nuisances sonores (pas d'activité liée à la musique, merci) et sans réception de public. Autres<br>possibilités : bureau, stockage, local d'archives, garde meuble, activités associatives, studio photo ou vidéo (montage), activités manuelles ou artistiques, toujours sans nuisances sonores. Ne convient pas à l'habitation, bien entendu.<br>Un sculpteur et un auto-entrepreneur étaient précédemment dans les lieux.<br>Accès très sécurisé : 2 portes avec digicodes pour entrer dans l'immeuble, porte d'accès au sous-sol verrouillée et cave sécurisée par porte blindée.<br>Local très sain, très bien ventilé comme indiqué plus haut, grande hauteur sous plafond (2m65).<br>Réponse par email, merci de laisser votre numéro de téléphone.;2017-09-15;2017-10-24;
939010375;Cave dans paris 9;60;//www.leboncoin.fr/locations/939010375.htm?ca=12_s;Paris 9ème;;POUR 1 MOIS, 2  MOIS ,1 AN ..... ET PLUS<br>BELLES CAVES  saines   6 m 2  ,   4 m 2   & 3 /3 M<br> EN PIERRE DE TAILLE, AVEC PORTE BLINDÉE <br> rue du faubourg poissonnière Paris 9<br>SITUÉE EN SOUS SOL 10 MARCHES hauteur du plafond 2 m<br>SOL EN TERRE BATTUE TRÈS SÈCHE CONVIENT POUR CAVE A VIN,<br> DÉMÉNAGEMENT, divers , ETC...<br>_pas DE PRODUIT INFLAMMABLE<br>_pas DE NUISANCE SONORE<br>SÉCURITÉ: DIGICODE, 3 PORTES AVANT D  Y AVOIR ACCÈS, <br>CONTACTE PAR MAIL OU TÉLÉPHONE 0617776014;2017-09-15;2017-10-24;
1303796113;Caves de 11M2 Paris 3;225;//www.leboncoin.fr/locations/1303796113.htm?ca=12_s;Paris 3ème;;Bonjour à tous,<br>Je loue une cave en sous sol de 11m² facile d'accès avec sol en terre battue et solide porte en bois.<br>Cette dernière est située 23 Rue notre Dame de Nazareth, une rue commerçante.<br>1er contact par email pour plus d'information.;2017-09-15;2017-10-24;
1303607597;location cave Brochant/Guy moquet;50;//www.leboncoin.fr/locations/1303607597.htm?ca=12_s;Paris 17ème;5.0;;2017-09-14;2017-10-24;
1303287063;Cave de 8m2 Paris 7;200;//www.leboncoin.fr/locations/1303287063.htm?ca=12_s;Paris 7ème;;Bonjour à tous,<br>Je loue une cave  de 8m2 située rue Saint Dominique, à 5 minute du métro 7 La Tour Maubourg. située au sous-sol d'une copropriété bien entretenu dont les travaux de réfections des fondations viennent d'être effectués. Le sol est en terre battue et la porte en bois.;2017-09-13;2017-10-24;
1302581135;Location appartement 14 m2 + cave 17 eme;665;//www.leboncoin.fr/locations/1302581135.htm?ca=12_s;Paris 17ème;;"Bonjour,<br>Appartement à louer à partir du 01/10/2017 de 14 m2 avec cave d'environ 10 m2 dans une résidence de type haussmannien sécurisée (3 digicodes) se situant au 5 eme étage sans ascenseur.<br>L'appartement a été refait en juin 2014 (seul la faïence doit être refaite en dessous de la douche ; travaux prévus en novembre).<br>Idéal étudiant (lit mezzanine avec bureau en dessous)<br>Loyer de 665 euros charges comprises<br>Possibilité d'envoyer des photos.<br>L'appartement se situe à 50 mètres de l’arrêt ROME dans une rue tranquille";2017-09-13;2017-10-24;
1189356525;Cave 11ème, environ 8\9 m2;70;//www.leboncoin.fr/locations/1189356525.htm?ca=12_s;Paris 11ème;;;2017-09-12;2017-10-24;
1189144915;Caves de 2,5 à 7m² - M° Ménilmontant/Couronnes;50;//www.leboncoin.fr/locations/1189144915.htm?ca=12_s;Paris 20ème;;Plusieurs caves de 2,5m² (5m3) à 7m² (14m3) à louer, de 50€ à 110€<br>Caves sécurisées (Vigik + porte d'accès au sous-sol + porte métallique renforcée individuelle), très saines (pas d'humidité)<br>Situées rue du Liban (M° Ménilmontant ou Couronnes)<br>Je privilégie les locations de longues durées (c'est-à-dire de minimum 6 mois);2017-09-12;2017-10-24;
1188610567;Cave saine et sécurisée - M° Jules Joffrin;60;//www.leboncoin.fr/locations/1188610567.htm?ca=12_s;Paris 18ème;;Cave à louer de 2.5m² ( 6m3), rue Duhesme (Métro Jules Joffrin)<br>Cave saine (pas d'humidité), propre (béton au sol), et sécurisée (digicode, puis porte d'accès au sous-sol à clef, puis porte individuelle à clef)<br>Je privilégie les locations longues durées (i.e. de minimum 6 mois);2017-09-11;2017-10-24;
1188549846;Location de caves à Paris rive gauche 5e et 13e;60;//www.leboncoin.fr/locations/1188549846.htm?ca=12_s;Paris 5ème;;Plusieurs caves à louer de 4 à 7m2, notamment dans le 5e et 13e arrondissement de Paris;2017-09-11;2017-10-24;
1188530759;Cave à louer quartier Trudaine/Martyrs;100;//www.leboncoin.fr/locations/1188530759.htm?ca=12_s;Paris 9ème;;Loue cave dans immeuble (concierge 24/24), située au sous-sol avec 3 accès sécurisés, grande hauteur sous plafond, sol en terre battue (la cave est vide aujourd'hui).<br>Surface:  10m²<br>Localisation: avenue Trudaine, à côté de la rue des Martyrs<br>Prix: 100€/mois ou 1.200€/an (prix charges comprises).;2017-09-11;2017-10-24;
1188415174;Grande cave Trocadero;170;//www.leboncoin.fr/locations/1188415174.htm?ca=12_s;Paris 17ème;10.0;;2017-09-10;2017-10-24;
1187732590;Cave à louer;35;//www.leboncoin.fr/locations/1187732590.htm?ca=12_s;Paris 14ème;;;2017-09-09;2017-10-24;
1187602235;Cave sur Paris 10ème  Rue La Fayette;110;//www.leboncoin.fr/locations/1187602235.htm?ca=12_s;Paris 10ème;;;2017-09-09;2017-10-24;
1187360034;Cave paris 10 - 12m3 / saine / sécurisée ;70;//www.leboncoin.fr/locations/1187360034.htm?ca=12_s;Paris 10ème;;- Loue cave dans résidence sécurisée (2 codes / 1 clé / 1 gardienne très présente) <br>- aucun problème d'humidité <br>- 12m3 avec très grande hauteur sous plafond de 3,5 m pour une superficie de 4m2<br>- Quartier calme et agréable <br>- Copropriété de très belle prestation et très agréable <br>- possibilité de se mettre sur le bateau le temps du déchargement ou sur les nombreuses places livraison à 10 mètres <br>- Le prix comprend une assurance et un intermédiaire pour gérer le contrat et la transaction financière mensuelle <br>- accessible via la station Strasbourg saint denis (metro 4 / 8 / 9 ) ou la Gare de l'Est ou Les bus 20 et 39;2017-09-09;2017-10-24;
1187191665;Loue cave Paris 7ème;90;//www.leboncoin.fr/locations/1187191665.htm?ca=12_s;Paris 7ème;;Loue cave dans un bel immeuble Pierre de Paris à Paris 7e Quartier du Gros Caillou rue de l'Exposition (métro Ecole Militaire).<br>Contenance : 8 m3 environ.<br>Superficie : 3 m2.<br>Hauteur sous plafond (non voûté) : 2,50 m.<br>Caves renovées récemment, sécurisées (code pour porte d'accès à l'immeuble + 2ème code pour sas + clef pour porte d'accès au sous-sol + clef pour porte de la cave).<br>Idéal pour stockage/entreposage.<br>Pas d'activité avec réception du public ou nuisance sonore.<br>Location de longue durée de préférence.<br>Premier contact par courriel. merci.;2017-09-08;2017-10-24;
1187130293;Cave entièrement rénovée, proche rue des Martyrs;250;//www.leboncoin.fr/locations/1187130293.htm?ca=12_s;Paris 9ème;;Cave entièrement rénovée de 14m2, dans le quartier Lorette/Martyrs, proche des stations de métro Cadet (ligne 7) et Saint-Georges / Notre-Dame de Lorette (ligne 12).<br> <br>Pouvant service de local de stockage ou d'atelier / bureau pour artiste ou artisan. Pas d'activité avec réception de public, ni activité avec nuisances sonores (pas d'activité musicale). En aucun cas destiné à l'habitation.<br>Autres possibilités : local d'archives, garde meuble, activités associatives, studio photo ou vidéo (montage), activités manuelles ou artistiques, toujours sans nuisances sonores.<br> <br>WC commun et point d'eau. Possibilité de domiciliation avec boite aux lettres attachée à la cave.<br> <br>Les conditions de stockage sont excellentes, grâce à un extracteur d'air puissant assurant un renouvellement d'air permanent.<br> <br>Dalle de béton au sol, porte blindée, éclairage et prises de courants, tableau électrique et compteur électrique individuels. Ventilation installée : extracteur d'air à très faible consommation, permettant une circulation et un renouvellement d'air permanent. <br> <br>Accès très sécurisé : porte cochère avec digicode puis porte d'accès au sous-sol verrouillée et cave sécurisée par porte blindée.<br> <br>Grande hauteur sous plafond (2,95m).<br> <br>Réponse par email, merci de laisser votre numéro de téléphone.;2017-09-08;2017-10-24;
806997352;Grande cave saine et sécurisée, rue Cardinet;100;//www.leboncoin.fr/locations/806997352.htm?ca=12_s;Paris 17ème;;;2017-09-08;2017-10-24;
1185862550;Loue Appart. T2 - 42m² + cave- Paris 12e Daumesnil;1450;//www.leboncoin.fr/locations/1185862550.htm?ca=12_s;Paris 12ème;;Loue Appartement T2 de 42m² non meublé dans le 12eme arrond. de Paris, <br>à 1min du métro Daumesnil et proche de toutes commodités. <br>Calme et lumineux, donnant sur cour paysagée, avec balcon et très peu de vis à vis.<br>Chambre de 10m² avec grand placard intégré / Cuisine toute équipée (plaque vitro céramique/lave linge / lave vaisselle /Four / Frigo / congélateur) donnant sur le salon avec porte à galandage. <br>Salon de 27m² agréable avec porte vitrée donnant sur balcon filant et jardin.<br>Salle de bain avec sèche serviette et un 'grand' WC séparé avec lave mains. <br>Cave de 4 m² en sous sol. <br>Loyer de 1 425 € CC (1250€ de loyer et 165€ de Charges)<br>Disponible immédiatement - Visite possible le samedi 15 Sept.<br>Appeler pour définir une heure de visite.;2017-09-06;2017-10-24;
1159074747;CAVE;90;//www.leboncoin.fr/locations/1159074747.htm?ca=12_s;Paris 14ème;3.0;;2017-09-05;2017-10-24;
964383419;Caves - M° République (75003);65;//www.leboncoin.fr/locations/964383419.htm?ca=12_s;Paris 3ème;;;2017-09-05;2017-10-24;
1074494005;Cave 7m2 Paris 16 Maison de la Radio Assomption;100;//www.leboncoin.fr/locations/1074494005.htm?ca=12_s;Paris 16ème;;;2017-09-04;2017-10-24;
1131769182;Cave saine 3m² (7m3), rue Cardinet;65;//www.leboncoin.fr/locations/1131769182.htm?ca=12_s;Paris 17ème;;Cave de 3m² (7m3) à louer, saine, chape de béton au sol, éclairage, sécurisée (2 digicodes, 1 clef pour accéder au sous-sol, 1 clef pour accéder à la porte de la cave), plafond non vouté<br>Cave située rue Cardinet (17ième)<br>Location longue durée privilégiée;2017-09-04;2017-10-24;
1181650571;Lumineux 2 pièces, terrasse, cave et parking;1490;//www.leboncoin.fr/locations/1181650571.htm?ca=12_s;Paris 19ème;;Métro Crimée, Ligne7, à deux pas du Parc de la Villette et du Philarmonique de Paris, des cinémasMK2,  non loin du Parc des Buttes-Chaumont dans un quartier commerçant, nous vous proposons ce très bel appartement, orienté S/O, de 2 pièces situé au 2ème étage avec ascenseur dans un immeuble récent de bon standing avec digicode, interphone et gardiennage. L’appartement de 46 m² est lumineux et parfaitement entretenu. Les meubles, équipements et le linge permettent d’y vivre immédiatement. Il dispose d’un agréable balcon dinatoire donnant sur le séjour et offrant une vue sans vis-à-vis sur une place arborée et sur le Canal de l’Ourcq. Ce bien, loué avec un parking dans l’immeuble, propose un plan en étoile et se compose d’une entrée, d’un séjour avec cuisine mi américaine, d’un petit couloir débouchant sur l’espace privatif avec une chambre, une salle de bain et les toilettes séparées. Une cave complète ce bien. Location meublée d’un an renouvelable. 1330€/mois – charges : 160€ – Agences s’abstenir. Contact uniquement par Tél. : 06-20-17-42-94.;2017-09-04;2017-10-24;
1185088190;Cave à louer 17ème (75017);90;//www.leboncoin.fr/locations/1185088190.htm?ca=12_s;Paris 17ème;;Cave à louer très bon état non humide chape béton au sol parfait pour conservation de tout type de biens <br>Photos et visite sur demande;2017-09-04;2017-10-24;
1185040686;Cave 4m2 sol béton porte blindée accès sécurisé;120;//www.leboncoin.fr/locations/1185040686.htm?ca=12_s;Paris 12ème;;;2017-09-04;2017-10-24;
1183475902;75004 Paris Cave idéale rangement, stockage,...;70;//www.leboncoin.fr/locations/1183475902.htm?ca=12_s;Paris 4ème;;Bonjour, <br>nous proposons à la location une cave de 4 m2 (mais aussi 9 m3) idéale pour ranger, stocker,....meubles, objets...<br>Elle est sécurisée par 3 portes, facile d'accès. <br>Elle se situe rue des Rosiers dans le 4ème arrondissement de Paris.<br>Elle est parfaitement sèche et saine. <br>Merci d'appeler aux heures de repas au 06 29 46 10 09.<br>Bien à vous.<br>Bertrand;2017-09-01;2017-10-24;
1183121272;Cave à louer Paris 16 (secteur Passy);190;//www.leboncoin.fr/locations/1183121272.htm?ca=12_s;Paris 16ème;;Cave à louer Paris 16, secteur Passy (Rue de la Tour) dans un immeuble sécurisé (digicode, gardien).<br>6 m2 , loués 190 Eu + 10 Eu de charges / mois. <br>Cave saine (sol béton, étagères), idéal pour un stockage en toute sérénité.;2017-08-31;2017-10-24;
1156715639;Cave sécurisée rue d'aligre 4m2;90;//www.leboncoin.fr/locations/1156715639.htm?ca=12_s;Paris 12ème;;;2017-08-31;2017-10-24;
1182999036;Cave a louer;100;//www.leboncoin.fr/locations/1182999036.htm?ca=12_s;Paris 16ème;5.0;;2017-08-31;2017-10-24;
1182376618;Location cave 6m2 place monge 75005 paris;120;//www.leboncoin.fr/locations/1182376618.htm?ca=12_s;Paris 5ème;;;2017-08-29;2017-10-24;
1155975415;Cave Paris 16ème;160;//www.leboncoin.fr/locations/1155975415.htm?ca=12_s;Paris 16ème;;;2017-08-29;2017-10-24;
1182102072;Cave 10m2;90;//www.leboncoin.fr/locations/1182102072.htm?ca=12_s;Paris 11ème;10.0;;2017-08-29;2017-10-24;
1182096663;Cave a louer Bastille 7m2;110;//www.leboncoin.fr/locations/1182096663.htm?ca=12_s;Paris 11ème;;cave a louer tres bon etat secteur bastille, securisé avec acces par digicodes, ideal stockage vins ou autres;2017-08-29;2017-10-24;
1182024449;CAVE BOX Fermée pour stockage court durée (7 M³);70;//www.leboncoin.fr/locations/1182024449.htm?ca=12_s;Paris 12ème;;;2017-08-29;2017-10-24;
1181899065;2P - 43m2 - Cambronne - lumineux - cave et parking;1385;//www.leboncoin.fr/locations/1181899065.htm?ca=12_s;Paris 15ème;;Appartement 2 pièces 43 m2 - 2ème étage.<br>Le salon, la chambre et la cuisine orientés Est, sans vis-à-vis, avec grandes fenêtres, donc très lumineux et calme.<br>Salle de bain et WC desservis par le couloir d'entrée, qui offre également 4 grands placards de rangement.<br>Cuisine équipée : frigo, four, lave-vaisselle.<br>Cave et parking inclus, accessibles par le même ascenseur que l'appartement.<br>A 200m du métro Cambronne, quartier très commerçant et vivant.<br>Dispose fibre.<br>Chauffage immeuble compris dans les charges.<br>Immeuble bien entretenu et très sécurisé - gardien au rez-de chaussée, ascenseur et escaliers avec accès à carte.<br>DISPONIBLE IMMEDIATEMENT;2017-08-28;2017-10-24;
1181750947;Cave dans résidence sécurisée proche de Nation;50;//www.leboncoin.fr/locations/1181750947.htm?ca=12_s;Paris 20ème;;;2017-08-28;2017-10-24;
927436802;2 caves à vin dans le 75001;25;//www.leboncoin.fr/locations/927436802.htm?ca=12_s;Paris 1er;;Je loue 2 caves, à côté de la place du Chatelet, au deuxième sous sol avec terre  battue.<br>Parfaites pour stocker du vin, ou des choses qui ne soit pas attaché par l'humidité.<br>Une de 14 m2 (50 euro par mois) <br>et l'autre de 7 m2 (25 euro par mois)<br>Accès aux caves exclusivement sur rendez vous.;2017-08-26;2017-10-24;
1179796666;Location cave Paris 8 Monceau;175;//www.leboncoin.fr/locations/1179796666.htm?ca=12_s;Paris 8ème;;Nous mettons en location notre cave de 15m2 pour 175€ par mois.<br>En excellent état, située rue de Monceau entre la rue de Courcelles et le boulevard Haussmann.<br>Prix négociable<br>Contact: 07 63 87 76 69;2017-08-24;2017-10-24;
1179617805;CAVE DE STOCKAGE - GARDE-MEUBLES 8m3 PARIS 75006;70;//www.leboncoin.fr/locations/1179617805.htm?ca=12_s;Paris 6ème;;Cave de stockage 8 m3 (4m2 au sol). <br>Eclairée.<br>Ventilée, saine et étanche. <br>Murs et sols béton. <br>Porte blindée coupe feu. <br>Accès sécurisé. <br>Dans immeuble gardé 24h/24. <br>70€/mois.  <br>Bail 1 an renouvelable.<br>Particuliers uniquement<br>Disponible 1er décembre 2017.<br>Visites sur demande.;2017-08-24;2017-10-24;
1152495207;4/5P 130M² Tour Super Italie + PKG + CAVE + LOGGIA;3000;//www.leboncoin.fr/locations/1152495207.htm?ca=12_s;Paris 13ème;;;2017-08-22;2017-10-24;
1178678681;Cave - partage ma cave près Mairie du 18ème;80;//www.leboncoin.fr/locations/1178678681.htm?ca=12_s;Paris 18ème;;;2017-08-22;2017-10-24;
1067440225;Cave très grande taille > 15m2. Paris 16;215;//www.leboncoin.fr/locations/1067440225.htm?ca=12_s;Paris 16ème;;;2017-08-21;2017-10-24;
1124825031;Grande cave 12m² à louer Paris 16è proximité métro;200;//www.leboncoin.fr/locations/1124825031.htm?ca=12_s;Paris 16ème;;;2017-08-21;2017-10-24;
1151851980;Cave sécurisé, Paris 14eme;75;//www.leboncoin.fr/locations/1151851980.htm?ca=12_s;Paris 14ème;;"Je loue CAVE 3,5 mètre carre / 6 mètre cube, à Paris 14 arrondissement, deux pas de parc Montsouris.  CAVE de stockage, parfait état non humide. Immeuble sécurisé, digicode ; clés accès sous-sol +clés cave 2 serrures. Stationnement possible devant l’immeuble.<br>Loyer 75€/mois. Location à l’année renouvelable.<br>1er contact par mail cindyzyshen2017@gmail.com<br>Merci d'y mentionner vos coordonnées téléphoniques et les objets vous voulez stocker.";2017-08-21;2017-10-24;
1325073342;Location cave;50;//www.leboncoin.fr/locations/1325073342.htm?ca=12_s;Paris 16ème;3.0;Je loue la moitié de ma cave, située près de la Porte de St Cloud, tout près du métro L9 - 75016.<br>3 m2 au sol sont disponibles, hauteur sous plafond, niveau -1, escalier, <br>location longue durée préférentielle, fermée, sécurisée, sans problème d'humidité, saine, n'hésitez pas à me contacter pour de plus amples informations.<br>La cave est sèche, éclairée et équipée d’une prise de courant. 2 codes pour accès à l'immeuble .<br>Renseignement et visite : 06 83 03 23 39.;2017-10-24;2017-10-25;
1326269186;Cave de stockage;100;//www.leboncoin.fr/locations/1326269186.htm?ca=12_s;Paris 19ème;9.0;;2017-10-26;;
1326839707;Cave 2,6m² (6m3) stockage 75012 M°Dugommier;60;//www.leboncoin.fr/locations/1326839707.htm?ca=12_s;Paris 12ème;3.0;Bonjour,<br>Louez une cave de 2,60m² (ou 6,20m3) à Paris 12ème, dans un immeuble tranquille pour stockage uniquement. Située à l'angle du Passage et de la rue du Charolais.<br>Quatre portes pour accéder à la cave : <br>Premier digicode sur la porte principale.<br>Second digicode dans le sas, à l’intérieur de l’immeuble.<br>Serrure sur la porte d’accès aux caves.<br>Serrure sur la porte de la cave.<br>Dimensions :<br>L=2m45 x l=1m10 – H= 2m30. Saine et non humide. <br>Terre battue au sol. Une porte posée sur des palettes permet de poser vos affaires sans toucher le sol. <br>Murs en pierre.<br>Porte métallique double parois.<br>M° Dugommier. Bus 87 (Champs de Mars /Porte de Reuilly).<br>Libre début novembre.<br>Location par bail annuel, reconductible tacitement.<br>Prix mensuel CC : 60,00 € (Loyer 55,00 € + 5,00 € de charges)<br>Caution (encaissable) : 110,00 € (restituée en fin de location après état des lieux).<br>Renseignement et visite : 06 52 12 38 22. <br>Je ne réponds pas aux sms et aux mails, mais je vous rappelle si vous me laisser un message avec un numéro.<br>Merci.;2017-10-28;;
1326657314;Cave a louer a paris 7 m2 loyer 50 €/ mois;50;//www.leboncoin.fr/locations/1326657314.htm?ca=12_s;Paris 18ème;7.0;CAVE Rectangulaire à 2 pas du métro GUY MOQUET <br>Rue Championnet croisement ORDENER et VAUVENARGUES<br>Aménagée avec des étagères au 1er sous-sol<br>Immeuble sécurisé par digicode et fermeture à clef de l'entrée des caves.<br>loyer 50 € par mois charges comprises<br>tél 0651550365<br>email szeinaw@gmail.com;2017-10-27;;
1326443860;Grande cave saine 7m² Belleville;99;//www.leboncoin.fr/locations/1326443860.htm?ca=12_s;Paris 19ème;7.0;;2017-10-27;;
1326367378;Cave atelier 25m2 Sentier/Aboukir;450;//www.leboncoin.fr/locations/1326367378.htm?ca=12_s;Paris 2ème;25.0;A louer cave voutée de 25m² située à 3min du métro Sentier pouvant faire office de stockage ou d'atelier.<br>Elle est dotée de l'éclairage avec de 2 prises électriques ainsi que d'un enrouleur de 15m avec 4 prises supplémentaires.<br>La consommation d'electricité est incluse dans le loyer.<br>Un point d'eau est disponible dans la cour commune.;2017-10-27;;
1326828441;Cave 4 m² Paris;70;//www.leboncoin.fr/locations/1326828441.htm?ca=12_s;Paris 15ème;4.0;Paris 15 une cave à louer<br>Au 1er sous-sol d'un immeuble sis 366 rue de Vaugirard 75015 PARIS une cave à louer de 4m² pouvant contenir 10m3.<br>Référence annonce : 1153<br>Honoraires à la charge du locataire : 64 € TTC<br>Dépôt de garantie : 64 €<br>Montant des charges : 6 € / mois;2017-10-27;;
1326194596;Petit cave sèche et saine;35;//www.leboncoin.fr/locations/1326194596.htm?ca=12_s;Paris 18ème;1.0;Cave sécurisée et saine au deuxième sous-sol d'une copropriété avec digicode dans le Paris 18ème. Sol béton, porte en bois, prises électriques dans les parties communes (la lampe doit être branché à chaque fois dans cette prise). Absoluement aucune humidité. Ascenseur. Dimensions 2 m de long sur 0,8 m de large et 2,90 de haut sous plafond, soit 1,6m² et 5m3.<br>La cave est destinée uniquement (!) pour le stockage. On n'a pas droit à brancher des appareils électriques (sauf une lampe). <br>19 rue Germain Pilon. Métro Place Pigalle (ligne 2 et 12).<br>Paiement par virement. Caution pour les clès 40 euros (et 70 euros si vous voulez accéder à la cave après 21h00, car dans ce cas il vous faut une clé supplémentaire).<br>Disponible du 15 novembre.;2017-10-26;;
1326140032;CAVE BOX PARIS 18 SIMPLON JULES JOFFRIN;80;//www.leboncoin.fr/locations/1326140032.htm?ca=12_s;Paris 18ème;4.0;Loue cave 8 m3 et 4 m2 circulation éclairée et située 6 rue neuve de la chardonniere 75018  , résidence très bien tenue (construction 1970 - Gardien sur place) au pied du métro Simplon .<br>Cave pouvant servir de box de stockage ou garde meubles pour vos cartons et affaires.<br>La cave est saine avec une belle hauteur plafond 2m50.<br>3 niveaux de sécurité avant d'arriver à la cave, code+bip+clé.<br>Aucune humidité (j'y ai moi-même conservé des affaires : cartons, meubles, appareils électrique,etc...).<br>Je me tiens à votre disposition pour toute information complémentaire.<br>Prix indiqué avec charges;2017-10-26;;
1326005287;A LOUER CAVE RUE MARIE STUART;150;//www.leboncoin.fr/locations/1326005287.htm?ca=12_s;Paris 2ème;5.0;Quartier Montorgueil, cave à louer située au sous sol de l'immeuble face à l'escalier, accès facile, rénovée en totalité, éclairage.;2017-10-26;;
1325738472;Cave à louer la motte picquet grenelle;79;//www.leboncoin.fr/locations/1325738472.htm?ca=12_s;Paris 15ème;5.0;;2017-10-25;;
1325598163;À louer cave sécurisée 3eme MARAIS/BEAUBOURG;65;//www.leboncoin.fr/locations/1325598163.htm?ca=12_s;Paris 3ème;4.0;à louer cave a paris 3eme MARAIS / BEAUBOURG / quartier de l’horloge <br>Elle fait 4m2<br>Sol en beton<br>Mur en parpaing<br>Saine et sèche <br>Aérée <br>Porte blindée<br>Surveillée 24/24 7/7<br>Eclairée + prise électrique<br>Acces par ascenseur monte charge escalier et possibilité vehicule<br>Ideal stockage papier / artisan / garde meuble;2017-10-25;;
1325369201;Location cave 12M2 140€ Odeon;140;//www.leboncoin.fr/locations/1325369201.htm?ca=12_s;Paris 6ème;12.0;"location cave 12m2 ; niveau -1 rue de Seine 6e<br>location longue durée de preference <br>tel : 0786610113<br>mel : fontaine_azon@hotmail.com<br>location mensuelle ( tcc) 140€";2017-10-25;;
1325340038;Cave Paris;50;//www.leboncoin.fr/locations/1325340038.htm?ca=12_s;Paris 12ème;3.0;loue cave proche de station de métro <br>uniquement par email<br>50€/mois ttc;2017-10-25;;
1325339299;Rue Faidherbe Paris 11 cave de 3m²;55;//www.leboncoin.fr/locations/1325339299.htm?ca=12_s;Paris 11ème;3.0;Rue Faidherbe paris 11 cave de environs 3m² avec grande hauteur sous plafond.<br>lumière, accès sécurisé. Gardien d immeuble.<br>Loyer 55 euros par mois;2017-10-25;2017-10-29;
